112,Julian Day,,Shot 1,,,,,,,,,,,,,,,,,,,,,,,,
1972,Year,,G1,G2,G3,,,,,,,,,,,,,,,,,,,,,,
2001,GMT hhmm,,,,,,,,,,,,,,,,,,,,order,shot-geophone,distance,time,,shot,time
,979.168755,,-2.10E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,981.0554,,-3.80E-02,-4.30E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,982.942045,,-3.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,984.82869,,-3.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,986.715335,,-3.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,988.60198,,-3.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,990.488625,,-3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,992.37527,,-3.80E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,994.261915,,-3.80E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,996.14856,,-3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,998.035205,,-3.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,999.92185,,-6.80E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1001.808495,,-3.80E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1003.69514,,-3.80E-02,6.80E-03,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1005.581785,,-2.10E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1007.46843,,-2.10E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1009.355075,,-1.20E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1011.24172,,2.00E-03,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1013.128365,,2.10E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1015.01501,,3.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1016.901655,,3.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1018.7883,,6.80E-02,3.90E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1020.674945,,6.80E-02,-7.20E-03,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1022.56159,,6.80E-02,-2.30E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1024.448235,,6.80E-02,4.80E-04,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1026.33488,,6.80E-02,7.00E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1028.221525,,6.80E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1030.10817,,6.80E-02,2.20E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1031.994815,,3.80E-02,4.00E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1033.88146,,6.50E-03,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1035.768105,,-2.10E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1037.65475,,-3.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1039.541395,,-6.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1041.42804,,-6.80E-02,2.20E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,1043.314685,,-6.80E-02,1.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1045.20133,,-6.80E-02,6.80E-03,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1047.087975,,-6.80E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1048.97462,,-6.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1050.861265,,-6.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1052.74791,,-6.80E-02,-1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1054.634555,,-6.80E-02,-1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1056.5212,,-6.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1058.407845,,-3.80E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1060.29449,,-6.80E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1062.181135,,-2.10E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1064.06778,,-2.00E-03,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1065.954425,,2.10E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1067.84107,,3.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1069.727715,,6.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1071.61436,,6.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1073.501005,,6.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1075.38765,,3.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1077.274295,,2.10E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1079.16094,,-3.60E-03,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1081.047585,,-3.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1082.93423,,-6.80E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1084.820875,,-6.80E-02,-2.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1086.70752,,-6.80E-02,1.20E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1088.594165,,-6.80E-02,3.90E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1090.48081,,-6.80E-02,7.00E-02,3.80E-06,,,,,,,,,,,,,,,,,,,,,,
,1092.367455,,-2.10E-02,1.30E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1094.2541,,6.50E-03,1.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1096.140745,,3.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1098.02739,,6.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1099.914035,,6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1101.80068,,6.80E-02,2.20E-01,2.20E-02,,,,,,,,,,,,,,,,,,,,,,
,1103.687325,,6.80E-02,2.20E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1105.57397,,3.80E-02,2.20E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1107.460615,,2.10E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1109.34726,,1.20E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1111.233905,,2.00E-03,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1113.12055,,3.60E-03,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1115.007195,,1.20E-02,7.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1116.89384,,2.10E-02,7.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1118.780485,,3.80E-02,7.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1120.66713,,6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1122.553775,,6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1124.44042,,6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1126.327065,,3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1128.21371,,3.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1130.100355,,2.10E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1131.987,,6.50E-03,-2.20E-03,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1133.873645,,3.80E-06,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1135.76029,,-2.00E-03,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1137.646935,,2.00E-03,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1139.53358,,1.20E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1141.420225,,2.10E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1143.30687,,2.10E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1145.193515,,2.10E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1147.08016,,2.10E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1148.966805,,2.10E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1150.85345,,2.10E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1152.740095,,2.10E-02,-2.40E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1154.62674,,3.80E-02,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1156.513385,,3.80E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1158.40003,,3.80E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1160.286675,,3.80E-02,-2.40E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1162.17332,,3.80E-02,-4.30E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1164.059965,,3.80E-02,-4.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1165.94661,,3.80E-02,-4.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1167.833255,,2.10E-02,-4.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1169.7199,,2.00E-03,-4.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1171.606545,,-1.20E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1173.49319,,-2.10E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1175.379835,,-3.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1177.26648,,-3.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1179.153125,,-3.80E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1181.03977,,-6.80E-02,2.20E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1182.926415,,-3.80E-02,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1184.81306,,-3.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1186.699705,,-2.10E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1188.58635,,-1.20E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1190.472995,,6.50E-03,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1192.35964,,2.10E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1194.246285,,3.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1196.13293,,3.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1198.019575,,6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1199.90622,,6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1201.792865,,6.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1203.67951,,6.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1205.566155,,3.80E-02,4.00E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1207.4528,,2.10E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1209.339445,,2.00E-03,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1211.22609,,-2.10E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1213.112735,,-3.80E-02,2.20E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1214.99938,,-3.80E-02,2.20E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1216.886025,,-3.80E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1218.77267,,-3.80E-02,3.90E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1220.659315,,-3.80E-02,-2.30E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1222.54596,,-3.80E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1224.432605,,-2.10E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1226.31925,,-2.10E-02,-7.40E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1228.205895,,-2.10E-02,-1.30E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1230.09254,,-3.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1231.979185,,-3.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1233.86583,,-3.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1235.752475,,-6.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1237.63912,,-3.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1239.525765,,-3.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1241.41241,,-6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1243.299055,,-2.10E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1245.1857,,-2.10E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1247.072345,,-2.10E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1248.95899,,-2.10E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1250.845635,,-3.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1252.73228,,-6.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1254.618925,,-6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1256.50557,,-6.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1258.392215,,-3.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1260.27886,,-3.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1262.165505,,-1.20E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1264.05215,,1.20E-02,-7.40E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1265.938795,,3.80E-02,-4.10E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1267.82544,,3.80E-02,3.90E-02,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1269.712085,,3.80E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1271.59873,,1.20E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1273.485375,,-1.20E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1275.37202,,-3.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1277.258665,,-6.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1279.14531,,-6.80E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1281.031955,,-6.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1282.9186,,-6.80E-02,4.00E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1284.805245,,-6.80E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1286.69189,,-3.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1288.578535,,-1.20E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1290.46518,,2.10E-02,3.90E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1292.351825,,3.80E-02,2.20E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1294.23847,,3.80E-02,3.90E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1296.125115,,3.80E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1298.01176,,2.10E-02,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1299.898405,,3.60E-03,7.00E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1301.78505,,-2.10E-02,2.10E-03,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1303.671695,,-2.10E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1305.55834,,-2.10E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1307.444985,,-1.20E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1309.33163,,1.20E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1311.218275,,3.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1313.10492,,6.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1314.991565,,6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1316.87821,,6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1318.764855,,6.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1320.6515,,6.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1322.538145,,3.80E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1324.42479,,2.10E-02,-4.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1326.311435,,1.20E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1328.19808,,6.50E-03,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1330.084725,,-1.10E-03,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1331.97137,,-3.60E-03,-1.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1333.858015,,-3.60E-03,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1335.74466,,4.80E-04,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1337.631305,,6.50E-03,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1339.51795,,2.10E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1341.404595,,3.80E-02,4.00E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1343.29124,,6.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1345.177885,,6.80E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1347.06453,,6.80E-02,7.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1348.951175,,6.80E-02,7.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1350.83782,,6.80E-02,7.20E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1352.724465,,6.80E-02,7.20E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1354.61111,,6.80E-02,7.20E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1356.497755,,3.80E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1358.3844,,3.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1360.271045,,3.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1362.15769,,2.10E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1364.044335,,2.10E-02,3.90E-02,-3.60E-02,,,,,,,,,,,,,,,,,,,,,,
,1365.93098,,2.10E-02,-7.40E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1367.817625,,2.10E-02,-1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1369.70427,,3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1371.590915,,3.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1373.47756,,3.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1375.364205,,6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1377.25085,,6.80E-02,-4.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1379.137495,,3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1381.02414,,3.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1382.910785,,2.10E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1384.79743,,6.50E-03,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1386.684075,,-1.20E-02,-4.00E-03,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1388.57072,,-2.10E-02,2.20E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1390.457365,,-3.80E-02,2.20E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1392.34401,,-3.80E-02,-1.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1394.230655,,-3.80E-02,-7.40E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1396.1173,,-3.80E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1398.003945,,-3.80E-02,-1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1399.89059,,-3.80E-02,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1401.777235,,-3.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1403.66388,,-6.80E-02,-7.40E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1405.550525,,-6.80E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1407.43717,,-6.80E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1409.323815,,-6.80E-02,-7.20E-03,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1411.21046,,-6.80E-02,1.20E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1413.097105,,-6.80E-02,1.20E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1414.98375,,-6.80E-02,3.80E-06,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,1416.870395,,-3.80E-02,-7.20E-03,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1418.75704,,-3.80E-02,-4.00E-03,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,1420.643685,,-3.80E-02,2.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1422.53033,,-2.10E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1424.416975,,-2.10E-02,7.00E-02,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,1426.30362,,-1.20E-02,1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1428.190265,,-3.60E-03,1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1430.07691,,6.50E-03,1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1431.963555,,1.20E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1433.8502,,2.10E-02,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1435.736845,,2.10E-02,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1437.62349,,1.20E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1439.510135,,3.60E-03,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1441.39678,,-2.00E-03,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1443.283425,,-6.50E-03,1.30E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1445.17007,,-3.60E-03,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1447.056715,,2.00E-03,3.90E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1448.94336,,2.10E-02,1.20E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1450.830005,,3.80E-02,-1.30E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1452.71665,,6.80E-02,-2.30E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1454.603295,,6.80E-02,-2.30E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1456.48994,,1.20E-01,4.80E-04,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1458.376585,,1.20E-01,7.00E-02,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,1460.26323,,1.20E-01,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1462.149875,,1.20E-01,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1464.03652,,6.80E-02,2.20E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1465.923165,,6.80E-02,2.20E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,1467.80981,,2.10E-02,2.20E-01,-3.60E-02,,,,,,,,,,,,,,,,,,,,,,
,1469.696455,,-1.20E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1471.5831,,-3.80E-02,3.80E-06,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1473.469745,,-6.80E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1475.35639,,-6.80E-02,-1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1477.243035,,-6.80E-02,-1.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,1479.12968,,-3.80E-02,-2.40E-01,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
