112,Julian Day,,Shot 1,,,,,,,,,,,,,,,,,,,,,,,,
1972,Year,,G1,G2,G3,,,,,,,,,,,,,,,,,,,,,,
2001,GMT hhmm,,,,,,,,,,,,,,,,,,,,order,shot-geophone,distance,time,,shot,time
,1980.97725,,2.20E-01,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1982.863895,,2.20E-01,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1984.75054,,2.20E-01,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1986.637185,,2.20E-01,4.00E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,1988.52383,,2.20E-01,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,1990.410475,,2.20E-01,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1992.29712,,2.20E-01,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1994.183765,,2.20E-01,3.90E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,1996.07041,,2.20E-01,-4.10E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1997.957055,,2.20E-01,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,1999.8437,,1.20E-01,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2001.730345,,1.20E-01,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2003.61699,,6.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2005.503635,,3.80E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2007.39028,,-1.20E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2009.276925,,-6.80E-02,6.80E-03,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2011.16357,,-1.20E-01,1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2013.050215,,-1.20E-01,2.20E-01,-2.00E-02,,,,,,,,,,,,,,,,,,,,,,
,2014.93686,,-1.20E-01,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2016.823505,,-1.20E-01,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2018.71015,,-6.80E-02,4.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2020.596795,,-6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2022.48344,,-3.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2024.370085,,-3.80E-02,7.00E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2026.25673,,-6.80E-02,-7.20E-03,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2028.143375,,-3.80E-02,-7.40E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2030.03002,,-3.80E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2031.916665,,-3.80E-02,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2033.80331,,-3.80E-02,-2.40E-01,3.90E-02,,,,,,,,,,,,,,,,,,,,,,
,2035.689955,,-1.20E-02,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2037.5766,,1.20E-02,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2039.463245,,3.80E-02,-2.40E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2041.34989,,6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2043.236535,,1.20E-01,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2045.12318,,1.20E-01,-1.30E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2047.009825,,1.20E-01,3.90E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2048.89647,,1.20E-01,7.00E-02,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,2050.783115,,1.20E-01,7.00E-02,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,2052.66976,,6.80E-02,7.00E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2054.556405,,6.80E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2056.44305,,6.80E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2058.329695,,3.80E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2060.21634,,2.10E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2062.102985,,6.50E-03,1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2063.98963,,-3.60E-03,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2065.876275,,-2.10E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2067.76292,,-2.10E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2069.649565,,-3.80E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2071.53621,,-6.80E-02,4.00E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2073.422855,,-1.20E-01,2.20E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2075.3095,,-1.20E-01,2.20E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2077.196145,,-2.20E-01,1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2079.08279,,-2.20E-01,1.20E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2080.969435,,-2.20E-01,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2082.85608,,-2.20E-01,-1.30E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2084.742725,,-4.00E-01,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2086.62937,,-7.10E-01,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2088.516015,,-4.00E-01,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2090.40266,,-4.00E-01,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2092.289305,,-2.20E-01,-2.40E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2094.17595,,-2.20E-01,-2.40E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2096.062595,,-2.20E-01,-2.40E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,2097.94924,,-2.20E-01,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2099.835885,,-1.20E-01,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2101.72253,,-1.20E-01,-2.40E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2103.609175,,-6.80E-02,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2105.49582,,-2.10E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2107.382465,,3.80E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2109.26911,,6.80E-02,-2.30E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2111.155755,,1.20E-01,3.90E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2113.0424,,1.20E-01,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2114.929045,,1.20E-01,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2116.81569,,1.20E-01,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2118.702335,,1.20E-01,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2120.58898,,1.20E-01,4.00E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2122.475625,,1.20E-01,4.00E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2124.36227,,1.20E-01,4.00E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2126.248915,,1.20E-01,4.00E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2128.13556,,1.20E-01,4.00E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2130.022205,,1.20E-01,4.00E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2131.90885,,1.20E-01,2.20E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2133.795495,,1.20E-01,1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2135.68214,,1.20E-01,7.00E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2137.568785,,6.80E-02,3.90E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2139.45543,,3.80E-02,-2.20E-03,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2141.342075,,2.10E-02,-2.30E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2143.22872,,6.50E-03,-4.10E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2145.115365,,-3.60E-03,-7.40E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2147.00201,,-6.50E-03,-7.40E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2148.888655,,-4.70E-04,-1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2150.7753,,1.20E-02,-1.30E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2152.661945,,3.80E-02,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2154.54859,,6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2156.435235,,6.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2158.32188,,1.20E-01,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2160.208525,,1.20E-01,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2162.09517,,6.80E-02,-2.40E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2163.981815,,6.80E-02,-2.40E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2165.86846,,6.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2167.755105,,3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2169.64175,,3.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2171.528395,,3.80E-02,-2.40E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2173.41504,,2.10E-02,-2.40E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2175.301685,,2.10E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2177.18833,,1.20E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2179.074975,,1.20E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2180.96162,,2.10E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2182.848265,,3.80E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2184.73491,,3.80E-02,-1.30E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2186.621555,,6.80E-02,3.90E-02,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,2188.5082,,6.80E-02,7.00E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2190.394845,,6.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2192.28149,,1.20E-01,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2194.168135,,1.20E-01,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2196.05478,,1.20E-01,2.20E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2197.941425,,1.20E-01,2.20E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,2199.82807,,1.20E-01,4.00E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2201.714715,,6.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2203.60136,,6.80E-02,4.00E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2205.488005,,3.80E-02,4.00E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2207.37465,,2.10E-02,4.00E-01,-6.30E-03,,,,,,,,,,,,,,,,,,,,,,
,2209.261295,,2.10E-02,4.00E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2211.14794,,3.80E-02,2.20E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2213.034585,,6.80E-02,1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2214.92123,,6.80E-02,3.90E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2216.807875,,6.80E-02,-7.40E-02,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2218.69452,,3.80E-02,-1.30E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2220.581165,,1.20E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2222.46781,,-1.20E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2224.354455,,-2.10E-02,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2226.2411,,-3.80E-02,-2.40E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2228.127745,,-3.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2230.01439,,-3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2231.901035,,-3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2233.78768,,-3.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2235.674325,,-3.80E-02,-2.40E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2237.56097,,-3.80E-02,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2239.447615,,-3.80E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2241.33426,,-6.80E-02,-4.00E-03,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2243.220905,,-6.80E-02,3.90E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2245.10755,,-6.80E-02,7.00E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2246.994195,,-6.80E-02,7.00E-02,2.20E-02,,,,,,,,,,,,,,,,,,,,,,
,2248.88084,,-6.80E-02,7.00E-02,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,2250.767485,,-6.80E-02,7.00E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2252.65413,,-6.80E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2254.540775,,-6.80E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2256.42742,,-6.80E-02,1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2258.314065,,-6.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2260.20071,,-6.80E-02,2.20E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2262.087355,,-3.80E-02,1.30E-01,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2263.974,,-3.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2265.860645,,-3.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2267.74729,,-6.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2269.633935,,-3.80E-02,7.00E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2271.52058,,-3.80E-02,7.00E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2273.407225,,-3.80E-02,7.00E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2275.29387,,-3.80E-02,1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2277.180515,,-3.80E-02,1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2279.06716,,-3.80E-02,1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2280.953805,,-6.80E-02,7.00E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2282.84045,,-6.80E-02,7.00E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2284.727095,,-3.80E-02,3.90E-02,-6.40E-02,,,,,,,,,,,,,,,,,,,,,,
,2286.61374,,-2.10E-02,3.80E-03,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2288.500385,,-1.20E-02,-2.30E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2290.38703,,6.50E-03,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2292.273675,,2.10E-02,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2294.16032,,3.80E-02,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2296.046965,,6.80E-02,-1.30E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2297.93361,,6.80E-02,-1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2299.820255,,6.80E-02,-1.30E-01,-3.60E-02,,,,,,,,,,,,,,,,,,,,,,
,2301.7069,,6.80E-02,-1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2303.593545,,6.80E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2305.48019,,6.80E-02,-7.40E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2307.366835,,1.20E-01,-4.10E-02,6.60E-03,,,,,,,,,,,,,,,,,,,,,,
,2309.25348,,1.20E-01,-1.30E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2311.140125,,1.20E-01,7.00E-02,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2313.02677,,1.20E-01,1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2314.913415,,1.20E-01,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2316.80006,,1.20E-01,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2318.686705,,6.80E-02,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2320.57335,,3.80E-02,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2322.459995,,4.80E-04,2.20E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2324.34664,,-3.80E-02,7.00E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2326.233285,,-6.80E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2328.11993,,-2.20E-01,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2330.006575,,-1.20E-01,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2331.89322,,-1.20E-01,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2333.779865,,-6.80E-02,-4.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2335.66651,,-6.80E-02,-4.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2337.553155,,-6.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2339.4398,,-3.80E-02,-2.40E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2341.326445,,-3.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2343.21309,,-3.80E-02,-2.40E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2345.099735,,-3.80E-02,-2.40E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2346.98638,,-6.80E-02,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2348.873025,,-6.80E-02,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2350.75967,,-1.20E-01,-1.30E-01,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2352.646315,,-1.20E-01,-1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2354.53296,,-1.20E-01,-4.10E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2356.419605,,-2.20E-01,3.90E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2358.30625,,-2.20E-01,1.30E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2360.192895,,-2.20E-01,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2362.07954,,-1.20E-01,2.20E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2363.966185,,-1.20E-01,2.20E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2365.85283,,-1.20E-01,2.20E-01,7.00E-02,,,,,,,,,,,,,,,,,,,,,,
,2367.739475,,-6.80E-02,2.20E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2369.62612,,-3.80E-02,2.20E-01,2.20E-02,,,,,,,,,,,,,,,,,,,,,,
,2371.512765,,-2.10E-02,2.20E-01,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2373.39941,,-1.20E-02,4.00E-01,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2375.286055,,-6.50E-03,4.00E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2377.1727,,-1.20E-02,4.00E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2379.059345,,-2.10E-02,4.00E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2380.94599,,-2.10E-02,4.00E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2382.832635,,-2.10E-02,4.00E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2384.71928,,-1.10E-03,4.00E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2386.605925,,2.10E-02,2.20E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2388.49257,,6.80E-02,1.30E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2390.379215,,1.20E-01,7.00E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2392.26586,,1.20E-01,1.20E-03,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2394.152505,,2.20E-01,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2396.03915,,2.20E-01,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2397.925795,,2.20E-01,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2399.81244,,2.20E-01,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2401.699085,,2.20E-01,-1.30E-01,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2403.58573,,2.20E-01,-1.30E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2405.472375,,2.20E-01,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2407.35902,,2.20E-01,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2409.245665,,2.20E-01,-7.40E-02,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2411.13231,,2.20E-01,-4.10E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2413.018955,,1.20E-01,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2414.9056,,1.20E-01,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2416.792245,,6.80E-02,-7.40E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2418.67889,,6.50E-03,-1.30E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
,2420.565535,,-3.80E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2422.45218,,-6.80E-02,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2424.338825,,-1.20E-01,-2.40E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2426.22547,,-1.20E-01,-2.40E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2428.112115,,-6.80E-02,-2.40E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2429.99876,,-6.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2431.885405,,-3.80E-02,-2.40E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2433.77205,,3.60E-03,-1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2435.658695,,3.80E-02,-4.10E-02,1.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2437.54534,,3.80E-02,3.90E-02,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2439.431985,,3.80E-02,1.30E-01,-2.10E+00,,,,,,,,,,,,,,,,,,,,,,
,2441.31863,,6.50E-03,2.20E-01,-1.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2443.205275,,-2.10E-02,2.20E-01,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2445.09192,,-6.80E-02,2.20E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2446.978565,,-6.80E-02,2.20E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2448.86521,,-2.20E-01,2.20E-01,4.20E+00,,,,,,,,,,,,,,,,,,,,,,
,2450.751855,,-1.20E-01,1.30E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2452.6385,,-6.80E-02,1.30E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2454.525145,,-6.80E-02,3.90E-02,-1.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2456.41179,,-3.80E-02,2.10E-03,-2.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2458.298435,,-2.10E-02,-4.10E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2460.18508,,-2.00E-03,-4.10E-02,-3.70E-01,,,,,,,,,,,,,,,,,,,,,,
,2462.071725,,1.20E-02,-7.40E-02,2.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2463.95837,,2.10E-02,-7.40E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2465.845015,,3.80E-02,-4.10E-02,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2467.73166,,3.80E-02,-4.10E-02,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2469.618305,,6.80E-02,-4.10E-02,7.30E-01,,,,,,,,,,,,,,,,,,,,,,
,2471.50495,,6.80E-02,-4.10E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2473.391595,,6.80E-02,-7.40E-02,2.40E+00,,,,,,,,,,,,,,,,,,,,,,
,2475.27824,,1.20E-01,-1.30E-01,1.30E+00,,,,,,,,,,,,,,,,,,,,,,
,2477.164885,,1.20E-01,-2.40E-01,4.10E-01,,,,,,,,,,,,,,,,,,,,,,
,2479.05153,,1.20E-01,-2.40E-01,-6.60E-01,,,,,,,,,,,,,,,,,,,,,,
